회사명,거래소코드,회계년도,자본(천원),유동자산(천원),재고자산(천원),부채(천원),유동부채(천원),자본금(천원),비유동자산(천원),매출액(영업수익)(천원),당기순이익(순손실)(천원),유형자산(천원),영업이익(손실)(천원),이자비용(천원)
(주)엔솔바이오사이언스,140610,2013/12,-1143639.0,256712.0,0.0,8245315.0,5300977.0,1276565.0,6844965.0,378056.0,-1923143.0,4641201.0,-1524732.0,0.0
(주)엔솔바이오사이언스,140610,2014/12,1429522.0,255143.0,0.0,3677448.0,2163837.0,1631155.0,4851826.0,366834.0,-1827944.0,4617968.0,-1827944.0,438125.0
(주)엔솔바이오사이언스,140610,2015/12,10474866.0,7709035.0,0.0,2580774.0,2033578.0,2021155.0,5346605.0,201988.0,-6128014.0,4635887.0,-6128014.0,834570.0
(주)엔솔바이오사이언스,140610,2016/12,11709814.0,0.0,0.0,1202235.0,568247.0,4197830.0,5615490.0,173972.0,-6067260.0,4447050.0,-6067260.0,38048.0
(주)엔솔바이오사이언스,140610,2017/12,6563974.0,0.0,0.0,1057341.0,316362.0,4197830.0,4771172.0,537461.0,-5403798.0,4249157.0,-5403798.0,2030.0
(주)엔솔바이오사이언스,140610,2018/12,5891907.0,0.0,0.0,3022401.0,1306185.0,4302723.0,4767975.0,399893.0,-3801465.0,3878715.0,-3801465.0,101880.0
(주)엔솔바이오사이언스,140610,2019/12,2034578.0,0.0,0.0,13619933.0,1408480.0,4308765.0,4527978.0,469902.0,-4510306.0,4000099.0,-4510306.0,132298.0
(주)엔솔바이오사이언스,140610,2020/12,-2949522.0,7656771.0,142498.0,15483851.0,12800189.0,4468393.0,4877559.0,588452.0,-10167199.0,3915485.0,-10167199.0,127261.0
(주)엔솔바이오사이언스,140610,2021/12,-1774550.0,10533122.0,309906.0,17162862.0,15293051.0,4802202.0,4855190.0,368757.0,-9799767.0,4504206.0,-9799767.0,316436.0
(주)엔솔바이오사이언스,140610,2022/12,-5807926.0,8004104.0,255274.0,18934143.0,16752086.0,4804905.0,5122113.0,859515.0,-4914569.0,4502611.0,-4914569.0,764099.0
(주)엔에스엠,238170,2014/12,7945547.0,0.0,0.0,20902492.0,15243571.0,2000000.0,14612094.0,36623217.0,2646505.0,12750465.0,2646505.0,339316.0
(주)엔에스엠,238170,2015/12,12766812.0,0.0,0.0,33513440.0,21577806.0,2000000.0,23138934.0,45495485.0,2383668.0,20357772.0,2383668.0,1125829.0
(주)엔에스엠,238170,2016/12,13252694.0,0.0,0.0,36792890.0,33487637.0,2389830.0,23648884.0,52022348.0,-381332.0,20503179.0,-381332.0,1401977.0
(주)엔에스엠,238170,2017/12,6741076.0,0.0,0.0,40691938.0,37597463.0,2389830.0,20851706.0,60593395.0,-5510212.0,18408965.0,-5510212.0,1729968.0
(주)엔에스엠,238170,2018/12,21758644.0,0.0,0.0,24634140.0,14620389.0,9889830.0,18932570.0,49655615.0,-597842.0,17012424.0,-597842.0,1063195.0
(주)엔에스엠,238170,2019/12,23446141.0,0.0,0.0,22507957.0,16471081.0,9889830.0,15044511.0,52359998.0,1504036.0,14044257.0,1504036.0,896093.0
(주)엔에스엠,238170,2020/12,28776549.0,0.0,0.0,21119407.0,15515868.0,10387342.0,19949921.0,51164623.0,2949663.0,18264098.0,2949663.0,472957.0
(주)엔에스엠,238170,2021/12,28436097.0,0.0,0.0,19743507.0,19110577.0,10387342.0,17368000.0,53185873.0,-553358.0,15450703.0,-553358.0,465932.0
(주)엔에스엠,238170,2022/12,28483362.0,0.0,0.0,12755862.0,12350987.0,10387342.0,16143326.0,50147694.0,84342.0,14307063.0,84342.0,350518.0
(주)엔에스컴퍼니,224760,2013/12,17228719.0,10444981.0,134822.0,9344050.0,6567760.0,1969850.0,16127788.0,22714279.0,1138401.0,5331413.0,820557.0,0.0
(주)엔에스컴퍼니,224760,2014/12,22018175.0,10285900.0,187636.0,8525064.0,4453395.0,1969850.0,20257339.0,27991828.0,1853680.0,5466922.0,2020924.0,0.0
(주)엔에스컴퍼니,224760,2015/12,22018366.0,14029165.0,100533.0,15576448.0,9955204.0,1969850.0,23565649.0,31766920.0,2525441.0,11965829.0,2967071.0,0.0
(주)엔에스컴퍼니,224760,2016/12,26440140.0,12841335.0,104662.0,10283556.0,7047265.0,1969850.0,23882361.0,32526890.0,4392525.0,11533548.0,2970602.0,0.0
(주)엔에스컴퍼니,224760,2017/12,31198297.0,16530289.0,116693.0,10784657.0,7531671.0,1969850.0,25452665.0,38792459.0,8502491.0,12091709.0,8502491.0,33382.0
(주)엔에스컴퍼니,224760,2018/12,33825636.0,19313000.0,311431.0,12354600.0,9694972.0,1969850.0,26867236.0,53223241.0,2583194.0,10879150.0,2583194.0,29048.0
(주)엔에스컴퍼니,224760,2019/12,30911799.0,15065553.0,154884.0,16751082.0,11254711.0,1969850.0,32597328.0,40244958.0,-2046566.0,14620710.0,-2046566.0,66989.0
(주)엔에스컴퍼니,224760,2020/12,34237717.0,18642449.0,70693.0,19361909.0,14365986.0,1969850.0,34957176.0,54936496.0,3523892.0,17478222.0,3523892.0,141921.0
(주)엔에스컴퍼니,224760,2021/12,35300510.0,16946351.0,85948.0,15641822.0,11512399.0,1969850.0,33995981.0,41182766.0,953365.0,16494251.0,953365.0,112390.0
(주)엔에스컴퍼니,224760,2022/12,39466373.0,24434968.0,77766.0,19370704.0,15612295.0,1969850.0,34402109.0,61383996.0,3830401.0,16148730.0,3830401.0,80503.0
(주)엔지브이아이,93510,2013/12,-2702122.0,5686902.0,2273604.0,15682390.0,10330861.0,4226278.0,7293366.0,26278268.0,-821904.0,5280952.0,-305451.0,0.0
(주)엔지브이아이,93510,2014/12,3281271.0,3909351.0,2331417.0,3196301.0,3047677.0,3010000.0,2568221.0,16198387.0,-652013.0,1435077.0,-607853.0,0.0
(주)엔지브이아이,93510,2018/12,3892043.0,4913570.0,2793186.0,2573652.0,2218419.0,3010000.0,1552125.0,6462108.0,127589.0,1332118.0,259170.0,0.0
(주)엔지브이아이,93510,2019/12,3972342.0,4482435.0,2433433.0,2010448.0,1687177.0,3010000.0,1500354.0,5237200.0,80299.0,1314200.0,143850.0,0.0
(주)엔지브이아이,93510,2020/12,3703972.0,4256304.0,2806954.0,2010326.0,1696557.0,3010000.0,1457995.0,3474580.0,-268369.0,1271840.0,-263813.0,0.0
(주)엔지브이아이,93510,2021/12,2716948.0,3250267.0,2359858.0,1947187.0,1589862.0,3010000.0,1413869.0,1130248.0,-987024.0,1242715.0,-1172335.0,0.0
(주)엔지브이아이,93510,2022/12,971469.0,1789766.0,1173888.0,993525.0,575315.0,3010000.0,175229.0,869415.0,-1745479.0,6002.0,-2118888.0,0.0
(주)엘리비젼,276240,2014/12,-199697.0,1312792.0,0.0,3321088.0,519229.0,500000.0,1808599.0,3335894.0,29576.0,1516441.0,-32086.0,0.0
(주)엘리비젼,276240,2015/12,191829.0,1959039.0,303595.0,3936586.0,1844921.0,700000.0,2169376.0,3831412.0,81526.0,1513764.0,51535.0,0.0
(주)엘리비젼,276240,2016/12,1399229.0,2282800.0,958279.0,4164956.0,2884297.0,1019520.0,3281385.0,5928143.0,621181.0,1893134.0,570818.0,0.0
(주)엘리비젼,276240,2017/12,1293742.0,2467412.0,891580.0,3595687.0,2158091.0,1027860.0,2422017.0,5082249.0,-205567.0,459708.0,-446206.0,0.0
(주)엘리비젼,276240,2018/12,1455170.0,1771371.0,948827.0,2561803.0,1687852.0,1170360.0,2245601.0,2955583.0,-976937.0,51566.0,-1001783.0,0.0
(주)엘리비젼,276240,2019/12,-526814.0,1158070.0,573278.0,2681613.0,1974076.0,2587200.0,996729.0,2901170.0,-2524889.0,70291.0,-1689868.0,0.0
(주)엘리비젼,276240,2020/12,-1701878.0,1082646.0,205697.0,3054855.0,2027737.0,3337200.0,270332.0,3522040.0,-1953069.0,49588.0,-1416685.0,0.0
(주)엘리비젼,276240,2021/12,-2323182.0,871921.0,331576.0,3441178.0,2769531.0,3337200.0,246074.0,4083087.0,-625117.0,105141.0,-678968.0,0.0
(주)엘리비젼,276240,2022/12,-2350429.0,675873.0,303828.0,3185021.0,2551012.0,3776569.0,158719.0,3320682.0,-528604.0,55572.0,-477701.0,0.0
(주)엘에이티,311060,2016/12,318793.0,1647068.0,924377.0,1553220.0,1145599.0,300000.0,224945.0,4337007.0,113686.0,69773.0,148793.0,0.0
(주)엘에이티,311060,2017/12,479188.0,2551620.0,596363.0,2320240.0,1540972.0,300000.0,247808.0,6892394.0,148190.0,58926.0,178219.0,0.0
(주)엘에이티,311060,2018/12,3173062.0,3953034.0,875194.0,6801057.0,2431208.0,681065.0,6021085.0,10145070.0,463877.0,5759452.0,555138.0,0.0
(주)엘에이티,311060,2019/12,3676615.0,4263180.0,276373.0,6746222.0,2441810.0,1428770.0,6159657.0,10793102.0,-135278.0,5841639.0,-81260.0,0.0
(주)엘에이티,311060,2020/12,4226025.0,5645411.0,417568.0,7762304.0,2997896.0,1428770.0,6342919.0,11062380.0,436520.0,5974728.0,649442.0,0.0
(주)엘에이티,311060,2021/12,3308932.0,6756844.0,848157.0,9561266.0,5329123.0,1428770.0,6113355.0,9389327.0,-981763.0,5773645.0,-975830.0,0.0
(주)엘에이티,311060,2022/12,5414694.0,8336899.0,1750658.0,9950497.0,5869342.0,1581701.0,7028292.0,16887886.0,1134279.0,5764912.0,1134279.0,147232.0
(주)원포유,122830,2019/12,5394555.0,468149.0,0.0,9145781.0,773694.0,3275199.0,14072187.0,4353049.0,-806061.0,13790050.0,-156617.0,0.0
(주)원포유,122830,2020/12,6595559.0,1262448.0,0.0,8208326.0,749783.0,3275199.0,13541438.0,6865224.0,1060355.0,12857823.0,1285297.0,0.0
(주)원포유,122830,2021/12,8831987.0,3971402.0,0.0,8635596.0,1161919.0,3275199.0,13496181.0,8957570.0,2236522.0,12865260.0,2573693.0,0.0
(주)원포유,122830,2022/12,9116439.0,2745395.0,0.0,9761605.0,8932697.0,3275199.0,16132649.0,5772309.0,198338.0,6551670.0,198338.0,258897.0
(주)유니포인트,121060,2013/12,5583144.0,37406355.0,6771520.0,34873116.0,33380202.0,2990835.0,3049905.0,78199273.0,606311.0,618064.0,1332210.0,0.0
(주)유니포인트,121060,2014/12,6233800.0,35047955.0,9349383.0,33272931.0,30096937.0,2990835.0,4458776.0,67006622.0,784523.0,626621.0,1122440.0,0.0
(주)유니포인트,121060,2015/12,5926200.0,33123226.0,3347825.0,31715263.0,29016368.0,2990835.0,4518237.0,82949515.0,722291.0,566666.0,1608919.0,0.0
(주)유니포인트,121060,2016/12,6852826.0,33573780.0,6236879.0,32606988.0,28965573.0,2990835.0,5886034.0,92211536.0,1351708.0,569253.0,1351708.0,297286.0
(주)유니포인트,121060,2017/12,7967693.0,0.0,0.0,49524298.0,44909374.0,2990835.0,5934300.0,93919063.0,1367020.0,496972.0,1090793.0,456448.0
(주)유니포인트,121060,2018/12,8716457.0,0.0,0.0,44008854.0,40967812.0,2990835.0,7860978.0,107513010.0,1405253.0,434093.0,618321.0,412045.0
(주)유니포인트,121060,2019/12,7611541.0,0.0,0.0,47806727.0,42551475.0,2990835.0,10945596.0,115771976.0,-550220.0,944433.0,-550220.0,402535.0
(주)유니포인트,121060,2020/12,8412170.0,0.0,0.0,35563448.0,32088565.0,2990835.0,7983855.0,86204826.0,644049.0,1507535.0,644049.0,266385.0
(주)유니포인트,121060,2021/12,9239033.0,27332746.0,4121409.0,26233610.0,24733394.0,2990835.0,8139897.0,81534748.0,356762.0,1385802.0,356762.0,218660.0
(주)유니포인트,121060,2022/12,8625440.0,22073295.0,1258435.0,18665751.0,18238009.0,2990835.0,5217896.0,58592998.0,-776858.0,824521.0,-776858.0,252971.0
(주)유엑스엔,337840,2017/12,-1072014.0,834453.0,0.0,2154565.0,22979.0,520070.0,248099.0,324980.0,-1109044.0,77041.0,-924313.0,0.0
(주)유엑스엔,337840,2018/12,-2267372.0,290279.0,0.0,3025202.0,1178380.0,520070.0,467551.0,21180.0,-1195358.0,51383.0,-1081502.0,0.0
(주)유엑스엔,337840,2019/12,247888.0,1961516.0,20000.0,2618967.0,556197.0,1430840.0,905339.0,0.0,-1326059.0,108850.0,-1235032.0,0.0
(주)유엑스엔,337840,2020/12,166072.0,2507508.0,0.0,3031768.0,2741522.0,1584909.0,690332.0,20000.0,-2935459.0,284630.0,-2362448.0,0.0
(주)유엑스엔,337840,2021/12,30966427.0,34547648.0,0.0,12010687.0,1645767.0,2339279.0,8429465.0,56364.0,-3138417.0,973704.0,-3032272.0,0.0
(주)유엑스엔,337840,2022/12,26299322.0,31995353.0,0.0,11842307.0,11294164.0,2522987.0,6146275.0,107350.0,-5474486.0,3168130.0,-5313383.0,0.0
(주)이노벡스,279060,2017/12,65373.0,816543.0,463978.0,838762.0,747381.0,500000.0,87593.0,1346947.0,58595.0,65521.0,79586.0,0.0
(주)이노벡스,279060,2018/12,615603.0,1219829.0,508237.0,716877.0,546310.0,607917.0,112651.0,1271912.0,-484275.0,69816.0,-493706.0,0.0
(주)이노벡스,279060,2019/12,1126327.0,5163229.0,825951.0,4633751.0,3021208.0,607917.0,596849.0,6649746.0,37026.0,126838.0,143914.0,0.0
(주)이노벡스,279060,2020/12,-712716.0,2206739.0,404132.0,4940281.0,3411242.0,622917.0,2020827.0,4389488.0,-5320893.0,293338.0,-5320893.0,229371.0
(주)이노벡스,279060,2021/12,-1093968.0,2257403.0,977400.0,5990897.0,3969053.0,736879.0,2639526.0,3093537.0,-2510677.0,904348.0,-2510677.0,298344.0
(주)이노벡스,279060,2022/12,1960341.0,7119104.0,1082548.0,6253753.0,4880742.0,907508.0,1094990.0,8072863.0,-2319722.0,844660.0,-2319722.0,212752.0
(주)이앤에치,341310,2018/12,17761812.0,7096498.0,1657242.0,2678734.0,2678734.0,1729340.0,13344048.0,16157603.0,2352793.0,8082221.0,2352793.0,17679.0
(주)이앤에치,341310,2019/12,13990827.0,0.0,0.0,6809759.0,2376168.0,1729340.0,14606084.0,16523053.0,-3619840.0,14054640.0,-3619840.0,197115.0
(주)이앤에치,341310,2020/12,27136603.0,0.0,0.0,22357000.0,21373270.0,1729340.0,31429698.0,44592822.0,13146527.0,28198189.0,13146527.0,282190.0
(주)이앤에치,341310,2021/12,30939830.0,0.0,0.0,12819144.0,12070116.0,1729340.0,32081109.0,18573401.0,3803226.0,29121658.0,3803226.0,275938.0
(주)이앤에치,341310,2022/12,17682044.0,0.0,0.0,11043731.0,8647389.0,1729340.0,23248941.0,13390598.0,-13257785.0,19527979.0,-13257785.0,232055.0
(주)이엠비,278990,2015/12,11868904.0,12155468.0,1642369.0,2102577.0,1742413.0,1705268.0,1816013.0,17293166.0,1647278.0,888042.0,1647278.0,12666.0
(주)이엠비,278990,2016/12,12268613.0,0.0,0.0,5668480.0,5492582.0,1705268.0,4855077.0,33989974.0,467754.0,3928988.0,467754.0,22956.0
(주)이엠비,278990,2017/12,12807115.0,0.0,0.0,6937706.0,6791435.0,1705268.0,4187059.0,24666148.0,485824.0,3218043.0,485824.0,53028.0
(주)이엠비,278990,2018/12,10765164.0,0.0,0.0,14473713.0,7156726.0,1812111.0,13886030.0,21992626.0,-2761782.0,10875897.0,-226756.0,392346.0
(주)이엠비,278990,2019/12,10550059.0,0.0,0.0,17966926.0,9423446.0,1812111.0,16841775.0,27026192.0,123545.0,12249291.0,123545.0,554559.0
(주)이엠비,278990,2020/12,11518923.0,0.0,0.0,24896819.0,14969501.0,1812111.0,15876815.0,29162086.0,856713.0,11613937.0,856713.0,562982.0
(주)이엠비,278990,2021/12,13430693.0,0.0,0.0,20211754.0,11642076.0,1814111.0,14556570.0,26027109.0,1529290.0,9713870.0,1529290.0,574467.0
(주)이엠비,278990,2022/12,13082159.0,0.0,0.0,20654122.0,13896119.0,1814111.0,14319210.0,24281641.0,-480970.0,9761035.0,1191743.0,631553.0
(주)이엠티,232530,2013/12,5639838.0,3260578.0,2491359.0,10732683.0,3258597.0,5323389.0,13111943.0,0.0,-2246870.0,9976147.0,-2246870.0,572976.0
(주)이엠티,232530,2014/12,-1182225.0,358852.0,206359.0,10882388.0,3050742.0,5323389.0,9341312.0,0.0,-7594154.0,9314826.0,-7594153.0,846483.0
(주)이엠티,232530,2015/12,3065267.0,2096538.0,1614802.0,7682820.0,5176392.0,2548442.0,8651549.0,867069.0,-1921114.0,8632858.0,-1921114.0,488231.0
(주)이엠티,232530,2016/12,4837377.0,2853842.0,619866.0,6139902.0,4734189.0,5022402.0,8123437.0,8988304.0,-410089.0,8094084.0,-410089.0,248693.0
(주)이엠티,232530,2017/12,2671119.0,2398760.0,1114657.0,7439481.0,4159482.0,5022402.0,7711840.0,9808811.0,-2152968.0,7656881.0,-2152968.0,172748.0
(주)이엠티,232530,2018/12,2860562.0,9623028.0,2940481.0,17900712.0,2520519.0,5022402.0,11138246.0,27474936.0,-793794.0,11040486.0,-793794.0,901193.0
(주)이엠티,232530,2019/12,8558460.0,6572760.0,2828282.0,14613011.0,11119393.0,7228284.0,16598711.0,24354699.0,-1937338.0,16568622.0,-1937338.0,922388.0
(주)이엠티,232530,2020/12,3251914.0,5794866.0,2251583.0,19317800.0,9052651.0,7484822.0,16774849.0,5966883.0,-6237912.0,16732472.0,-6237912.0,634577.0
(주)이엠티,232530,2021/12,-1522005.0,10129322.0,8902525.0,27707057.0,27119476.0,7484822.0,16055729.0,33773843.0,-4774487.0,16009343.0,-4774487.0,634573.0
(주)이엠티,232530,2022/12,8157375.0,6353799.0,2049116.0,13234387.0,13040488.0,12807152.0,15037963.0,29752471.0,-8596598.0,14996392.0,-8596598.0,246135.0
(주)제노텍,66830,2013/12,4901866.0,4800005.0,3216234.0,6751123.0,3985836.0,2642857.0,6852984.0,6286124.0,-2226288.0,6360998.0,-768881.0,0.0
(주)제노텍,66830,2014/12,5522457.0,4993537.0,3430371.0,9949536.0,4067276.0,2357143.0,10478455.0,6448904.0,-376783.0,8672091.0,-376783.0,428910.0
(주)제노텍,66830,2015/12,4801257.0,5042013.0,2509830.0,10425957.0,5097702.0,2417143.0,10185201.0,7281381.0,-1321200.0,8332455.0,-1321200.0,382760.0
(주)제노텍,66830,2016/12,4422678.0,5082219.0,3530528.0,10558859.0,6064254.0,2465143.0,9899318.0,5628626.0,-858579.0,8013174.0,-858579.0,377222.0
(주)제노텍,66830,2017/12,1284076.0,3804130.0,2361090.0,11899300.0,6665888.0,2465143.0,9379245.0,5294418.0,-3138603.0,7671234.0,-3138603.0,436867.0
(주)제노텍,66830,2018/12,2441833.0,1784246.0,204250.0,5652222.0,3680982.0,2799519.0,6309809.0,3106638.0,-994650.0,3697922.0,1224517.0,295099.0
(주)제노텍,66830,2019/12,2616966.0,1485072.0,81512.0,4593039.0,3911573.0,2799519.0,5724932.0,2967891.0,3733.0,3637626.0,821.0,246884.0
(주)제노텍,66830,2020/12,6806343.0,4577048.0,86831.0,3259166.0,2753068.0,2833590.0,5488460.0,7385760.0,3552792.0,4007417.0,3552792.0,106347.0
(주)제노텍,66830,2021/12,9962761.0,6703760.0,130574.0,2720944.0,1585245.0,2833590.0,5979945.0,6603065.0,3156418.0,4524410.0,3156418.0,51917.0
(주)제노텍,66830,2022/12,11717588.0,7259247.0,164688.0,1515174.0,1079476.0,2833590.0,5973514.0,5205993.0,1754827.0,4535860.0,1754827.0,27383.0
(주)제이엠멀티,254160,2018/12,4255341.0,3710094.0,2211263.0,9048813.0,6929230.0,860000.0,9594060.0,14541755.0,64470.0,7982278.0,318605.0,0.0
(주)제이엠멀티,254160,2019/12,4288346.0,5907777.0,2577174.0,11812658.0,8444830.0,2580000.0,10193228.0,18959583.0,33006.0,8228358.0,103304.0,0.0
(주)제이엠멀티,254160,2020/12,5505461.0,2978227.0,1608330.0,7290173.0,5840684.0,2580000.0,9817406.0,18408919.0,1217115.0,5157669.0,778825.0,0.0
(주)제이엠멀티,254160,2021/12,7852205.0,4670755.0,1133110.0,6323150.0,4246043.0,2580000.0,9504600.0,13512147.0,2849834.0,3215117.0,-923914.0,0.0
(주)제이엠멀티,254160,2022/12,7024471.0,5107090.0,753539.0,6882730.0,5061966.0,2580000.0,8800111.0,15128063.0,-276230.0,3095873.0,722007.0,0.0
(주)젬,248020,2015/12,3615709.0,7600083.0,3287044.0,8748417.0,3529325.0,1664270.0,4764043.0,14747315.0,607926.0,2757443.0,811872.0,0.0
(주)젬,248020,2016/12,5129417.0,9686453.0,5159603.0,9990632.0,3744486.0,1834160.0,5433596.0,16867700.0,318534.0,2921274.0,586531.0,0.0
(주)젬,248020,2017/12,7352223.0,13413984.0,7318809.0,11797196.0,7148617.0,1975025.0,5735435.0,21076089.0,1179770.0,2819190.0,1407853.0,0.0
(주)젬,248020,2018/12,11209483.0,20249113.0,9918280.0,17984953.0,7901928.0,2278705.0,8945322.0,26602693.0,1406899.0,3800954.0,1806252.0,0.0
(주)젬,248020,2019/12,12983606.0,22053786.0,12804544.0,20601185.0,8963651.0,2383985.0,11531004.0,25186905.0,1239897.0,5819769.0,1495034.0,0.0
(주)젬,248020,2020/12,763098.0,14735041.0,4423274.0,22247024.0,7874635.0,2641640.0,8275082.0,22391679.0,-1830762.0,5706107.0,-1585349.0,0.0
(주)젬,248020,2021/12,-888349.0,10507513.0,4231136.0,18885920.0,11546671.0,2944145.0,7490057.0,18568300.0,-4302576.0,5290894.0,-2960281.0,0.0
(주)젬,248020,2022/12,205231.0,8236449.0,4058608.0,19802824.0,15881530.0,2944145.0,11771606.0,18057929.0,-2569303.0,6739449.0,-902343.0,0.0
(주)지슨,289860,2015/12,3154282.0,4819290.0,947393.0,7542253.0,4195244.0,3131082.0,5877245.0,4824825.0,-194069.0,85661.0,-134369.0,0.0
(주)지슨,289860,2016/12,-1564845.0,1824008.0,571077.0,7186005.0,3716169.0,3131082.0,3797152.0,5264371.0,-4719502.0,47085.0,-1971534.0,0.0
(주)지슨,289860,2020/12,6706485.0,9140040.0,1836710.0,3649690.0,2190732.0,6589022.0,1216136.0,6485529.0,-2703775.0,441810.0,-737370.0,0.0
(주)지슨,289860,2021/12,2105708.0,9105745.0,2343731.0,8878868.0,6419791.0,7554796.0,1878831.0,9484671.0,237214.0,463561.0,277140.0,0.0
(주)지슨,289860,2022/12,3791346.0,9089361.0,5542222.0,8727197.0,5271856.0,8387012.0,3429181.0,9394292.0,-3070288.0,1813083.0,-3070288.0,499801.0
(주)지앤이헬스케어,299480,2015/12,626747.0,897187.0,0.0,367605.0,367605.0,10000.0,97165.0,2840975.0,430700.0,55665.0,503416.0,0.0
(주)지앤이헬스케어,299480,2016/12,1380954.0,1347019.0,222010.0,1782366.0,582366.0,100000.0,1816301.0,3512268.0,675206.0,1722951.0,820095.0,0.0
(주)지앤이헬스케어,299480,2017/12,3846892.0,5591490.0,257223.0,4094774.0,2894774.0,954510.0,2350176.0,7748298.0,1595338.0,2056416.0,2006219.0,0.0
(주)지앤이헬스케어,299480,2018/12,7611737.0,6907782.0,822615.0,2218198.0,1544303.0,1110074.0,2922153.0,9252351.0,925147.0,2376694.0,1042403.0,0.0
(주)지앤이헬스케어,299480,2019/12,6040207.0,3307069.0,893810.0,4850780.0,1496060.0,1110074.0,7583918.0,5000452.0,-1571530.0,6272876.0,-1536364.0,0.0
(주)지앤이헬스케어,299480,2020/12,6580565.0,3979469.0,1419957.0,4932074.0,2252074.0,1110074.0,7533169.0,6292730.0,540358.0,6594818.0,812599.0,0.0
(주)지앤이헬스케어,299480,2021/12,5626134.0,4919628.0,1420261.0,3713991.0,3713991.0,1110074.0,4420496.0,5026077.0,-946614.0,3870193.0,-615718.0,0.0
(주)지앤이헬스케어,299480,2022/12,5189022.0,4203539.0,1397368.0,3099486.0,3099486.0,1110074.0,4084969.0,3784212.0,-458202.0,3740335.0,-268330.0,0.0
(주)지에프씨생명과학,388610,2016/12,11250440.0,7154283.0,554023.0,4350582.0,1964292.0,662999.0,8446739.0,7006133.0,1418742.0,5048044.0,1300865.0,0.0
(주)지에프씨생명과학,388610,2017/12,10315087.0,4998084.0,417782.0,5157287.0,3015885.0,662999.0,10474289.0,7160571.0,-935354.0,6111710.0,-1044700.0,0.0
(주)지에프씨생명과학,388610,2018/12,11179659.0,3837809.0,891088.0,8699842.0,2094160.0,698713.0,16041692.0,8678709.0,-499992.0,11516564.0,-978095.0,0.0
(주)지에프씨생명과학,388610,2019/12,9901876.0,4136728.0,481397.0,10239319.0,2411499.0,698713.0,16004466.0,11908298.0,448696.0,14698417.0,-749031.0,0.0
(주)지에프씨생명과학,388610,2020/12,6837526.0,3462893.0,671001.0,14129735.0,10133381.0,698713.0,17504368.0,13324202.0,-2862569.0,16056514.0,408676.0,0.0
(주)지에프씨생명과학,388610,2021/12,8235372.0,3698947.0,632122.0,9787561.0,6997857.0,698713.0,14323987.0,13736571.0,1617045.0,12797068.0,1378785.0,0.0
(주)지에프씨생명과학,388610,2022/12,8860511.0,3393427.0,454892.0,9626685.0,7547903.0,698713.0,15093769.0,14158238.0,327303.0,12680540.0,602551.0,0.0
(주)진코스텍,250030,2015/12,4917000.0,4982974.0,605406.0,9643913.0,2748647.0,662590.0,9577939.0,6284915.0,503387.0,9114400.0,619739.0,0.0
(주)진코스텍,250030,2016/12,4447171.0,4329722.0,1026609.0,10779774.0,4574565.0,1403660.0,10897224.0,8144899.0,-1176173.0,10472762.0,-666604.0,0.0
(주)진코스텍,250030,2017/12,5509216.0,5111687.0,964400.0,9893828.0,4779211.0,1403660.0,10291357.0,17610772.0,1062042.0,10066049.0,1746009.0,0.0
(주)진코스텍,250030,2018/12,8648680.0,9578006.0,1075274.0,11497567.0,4372654.0,1403660.0,10568241.0,24445469.0,3063822.0,9959759.0,3578840.0,0.0
(주)진코스텍,250030,2019/12,10374425.0,11119487.0,1534537.0,20797955.0,10417626.0,1403660.0,20052893.0,22663407.0,1725664.0,19455547.0,2091407.0,0.0
(주)진코스텍,250030,2020/12,8681033.0,0.0,0.0,24448392.0,13786705.0,1203760.0,23107683.0,26847558.0,2056974.0,22572693.0,2056974.0,565566.0
(주)진코스텍,250030,2021/12,10534086.0,0.0,0.0,24863149.0,12295967.0,1294669.0,27233867.0,14887214.0,-381801.0,25553942.0,-381801.0,588684.0
(주)진코스텍,250030,2022/12,5877528.0,0.0,0.0,27045429.0,16415732.0,1294669.0,25524943.0,17600849.0,-4656558.0,25365784.0,-4656558.0,768493.0
(주)질경이,233990,2013/12,405795.0,768964.0,0.0,545392.0,537199.0,100000.0,182223.0,1186361.0,305795.0,23938.0,340848.0,0.0
(주)질경이,233990,2014/12,416138.0,562043.0,4184.0,949155.0,646712.0,100000.0,803250.0,1886288.0,70343.0,366186.0,76369.0,0.0
(주)질경이,233990,2015/12,6099947.0,6358365.0,52145.0,2045288.0,1585111.0,1344000.0,1786870.0,5833090.0,744346.0,625894.0,1024463.0,0.0
(주)질경이,233990,2016/12,6960493.0,0.0,0.0,2203434.0,1778502.0,1344000.0,5971181.0,11297491.0,-13752494.0,4781252.0,-13752494.0,51277.0
(주)질경이,233990,2017/12,6039220.0,0.0,0.0,6308894.0,4131394.0,1344000.0,9313543.0,20555767.0,-1740593.0,7561120.0,-1740593.0,102283.0
(주)질경이,233990,2018/12,4423838.0,0.0,0.0,8818812.0,5839228.0,1344000.0,10016298.0,21533550.0,-3040862.0,8349222.0,-3040862.0,122827.0
(주)질경이,233990,2019/12,4072187.0,0.0,0.0,5773900.0,5135868.0,1396632.0,6148723.0,22909828.0,-1300364.0,4176037.0,-1300364.0,222606.0
(주)질경이,233990,2020/12,2855668.0,0.0,0.0,5590178.0,5097449.0,1396632.0,4540339.0,12278776.0,-1146181.0,3441352.0,-833774.0,141502.0
(주)질경이,233990,2021/12,653052.0,0.0,0.0,5806903.0,5528126.0,1396632.0,4206006.0,10335646.0,-2222701.0,2933198.0,-2222701.0,124444.0
