회사명_x,거래소코드,회계년도,자산(*)(천원),자본(*)(천원),영업이익(천원),당기순이익(천원),이자비용(천원),자본금(*)(천원),이자보상배율,영업이익증가율_x,총자본증가율_x,자기자본증가율_x,순이익증가율_x,자본잠식률,회사명_y,산업코드,산업명,업종코드,소속코드,설립일,상장일,상장폐지일,기업규모코드,기업규모명,감사의견코드,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),총자본증가율_y,유형자산증가율,유동자산증가율,영업이익증가율_y,순이익증가율_y,재고자산증가율,자기자본증가율_y,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,총자본순이익률,자기자본영업이익률,자기자본순이익률,자본금영업이익률,자본금순이익률,조세 대 조세차감전순이익률,기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),CPS(Cash flow Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,매출채권 대 상,제품비율,매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,상품,제품회전률,원,부재료회전률,재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,감사의견
(주)에스엠비나,299670,2017-12-01,7372357.0,5152872.0,3272493.0,2612978.0,86.0,545000.0,38052.24418604651,41.36985413710206,94.53905290562146,164.63607911854945,0.377314651314548,-845.4811009174313,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,94.54,0.0,25.13,41.37,37.73,-43.28,164.64,119.04,0.0,0.0,13177.58,0.0,0.0,34.73,22.9,18.28,59.07,58.64,46.82,92.18,73.6,1100.0,878.31,19.92,46.39,59.22,47.29,65.27,77.1,-0.07,-0.17,-0.19,0.0,77.23,5.53,0.0,-0.22,0.62,7.15,0.27,-1.18,0.0,0.0,0.0,87.53,89.42,0.0,0.0,0.0,1429179.2,23972.0,263488.8,845.48,1.55,327249.3,63.98,10.64,177.62,57.17,36.02,69.89,30.11,945.48,51.53,51.42,213.64,190.9,78.0,362.73,20.01,172.13,0.0,210.74,43.07,42.85,0.0,0.23,0.46,34.03,0.0,0.0,38052.24,8.45,29.69,9.36,50.81,85.24,0.0,25.66,13.24,0.0,2.56,2.59,4.03,48.04,7.04,13.38,27.28,3.37,4.03,20.61,17.71,90.8,220.02,30.33,9.72,37.54,10.68,3198.34,2.28,0.06,0.04,4008.97,0.0,0.0,54.38,44858.13,0.0,28.05,15.27,84.73,65.18,,,,
(주)에스엠비나,299670,2018-12-01,11822734.0,10329380.0,3064613.0,2429472.0,22766.0,658635.0,134.61359044188703,-6.352343610819034,60.36572835526006,100.45869565554896,-0.0702286816039017,-1468.3011075937354,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,60.37,422.92,86.52,-6.35,-7.02,-6.4,100.46,10.48,0.0,0.0,13.9,0.0,0.0,40.13,19.41,15.39,32.31,31.93,25.31,39.59,31.38,509.23,403.69,20.15,25.17,32.68,25.9,59.87,80.59,-0.16,-0.09,0.03,0.0,80.88,11.62,0.02,-0.1,3.08,18.52,0.45,-0.72,0.0,0.0,0.0,67.29,91.85,0.0,0.0,0.0,144864.65,2229.0,29135.95,1468.3,0.46,28115.72,74.42,5.34,290.87,70.44,25.58,87.37,12.63,1568.3,29.28,28.77,671.67,635.8,487.87,149.23,6.27,1268.6,169.98,11.76,14.46,12.68,0.0,1.78,2.45,63.34,0.0,0.0,134.61,14.68,42.79,17.99,72.79,194.55,0.0,24.57,18.4,0.0,1.65,1.68,2.04,26.24,8.51,28.37,12.87,2.34,2.52,32.49,11.23,76.56,453.7,64.48,12.52,29.15,5.56,567.28,1.85,0.06,0.04,5036.9,359.78,1127.87,42.6,10778.03,0.0,31.9,29.67,70.33,48.23,,,,
(주)에스엠비나,299670,2019-12-01,21840736.0,10237972.0,2530103.0,2530103.0,350017.0,545000.0,7.228514615004414,-17.441353932780423,84.7350705851963,-0.8849321062832427,0.041420934260613,-1778.5269724770642,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06,18.32,11.82,18.1,17.96,11.58,38.31,24.71,719.69,464.24,25.23,13.04,20.89,13.47,59.94,81.68,-2.51,1.49,0.17,0.0,83.59,13.74,0.0,1.75,3.06,17.2,3.61,2.74,4.43,4.43,0.0,89.59,91.07,0.0,0.0,0.0,3250.84,464.0,395.43,1778.53,0.0,595.52,72.83,2.23,268.11,71.21,27.17,46.88,53.12,1878.53,57.95,52.83,149.92,146.57,45.74,2162.11,6.7,672.3,2445.55,321.6,113.33,103.64,92.57,9.69,18.73,24.25,36.16,77.15,11.21,17.79,74.3,27.71,87.7,22.45,32.97,11.92,12.16,12.32,0.98,1.14,2.09,39.29,1.85,18.76,19.45,1.35,1.38,60.35,6.05,68.26,963.69,1132.63,2.79,130.78,3.61,27.93,0.81,0.02,0.01,6811.65,283.82,892.13,31.19,888.49,0.0,31.81,36.79,63.21,37.14,,,,
(주)에스엠비나,299670,2020-12-01,17508178.0,14608193.0,4065115.0,4065115.0,379777.0,545000.0,10.703952582699849,60.6699411051645,-19.837051278858,42.68639335993496,0.6066994110516449,-2580.402385321101,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,-19.84,-19.87,-14.36,79.88,60.67,-40.58,42.69,9.82,47.74,-12.5,-34.51,25.51,2.93,46.42,30.01,17.29,36.25,35.86,20.66,56.79,32.72,1294.6,745.89,27.39,22.2,40.76,23.48,53.58,69.99,-6.2,1.29,-0.07,0.0,66.27,13.14,0.0,1.77,3.62,20.54,10.4,4.19,70.39,9.0,0.0,0.0,91.65,0.0,0.0,0.0,3570.09,746.0,2083.78,2580.4,0.0,1071.24,77.81,1.55,350.61,76.6,22.19,83.44,16.56,2680.4,26.6,25.01,691.53,680.83,62.44,455.89,1.81,160.74,0.0,283.61,19.85,13.49,22.14,6.37,7.98,66.56,3.08,3.69,18.58,25.8,62.79,20.88,67.37,281.53,1513.19,46.63,34.72,23.25,1.2,1.36,1.89,43.14,3.24,27.04,13.5,1.59,1.62,83.14,4.39,149.92,209.09,1739.77,5.45,67.0,4.79,34.05,1.12,0.02,0.02,8805.47,419.31,1119.71,50.29,1433.29,0.0,37.45,25.63,74.37,46.17,,,,
(주)에스엠비나,299670,2021-12-01,16132804.0,14853772.0,119960.0,119960.0,21154.0,545000.0,5.670795121490025,-97.04903797309548,-7.855608961709204,1.6811045691962123,-0.9704903797309548,-2625.462752293578,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,-7.86,-26.93,-30.6,0.0,-97.05,0.0,1.68,-83.02,-64.8,-47.62,71.88,-67.59,46.18,65.84,-3.06,3.0,-0.4,-0.73,0.71,-0.83,0.81,-22.38,22.01,0.0,0.51,-0.92,0.9,34.16,103.06,-3.45,-0.84,-0.12,0.0,90.7,28.21,0.0,-0.54,2.7,6.61,20.91,-1.6,5.34,4.52,0.0,89.92,90.94,0.0,0.0,0.0,732.56,22.0,123.4,2625.46,0.0,-22.38,58.6,0.0,141.57,58.6,41.4,92.07,7.93,2725.46,44.96,42.23,2974.78,2974.78,71.63,0.0,0.0,0.0,0.0,0.0,8.61,2.14,22.99,6.47,10.52,56.63,2.45,2.66,-5.77,26.25,289.01,132.3,268.98,562.81,1818.6,44.62,180.3,0.0,0.24,0.3,0.27,7.33,1.91,13.35,27.33,0.35,0.35,37.87,9.64,0.0,39.39,982.51,8.31,43.93,0.76,7.51,0.31,0.03,0.04,1623.4,147.58,362.95,10.06,361.63,0.0,40.66,106.46,-6.46,7.39,,,,
(주)에스엠비나,299670,2022-12-01,13004618.0,11752078.0,-3095499.0,-3095499.0,20801.0,545000.0,-148.8149127445796,-2680.442647549183,-19.39021883610561,-20.881524235056258,-26.80442647549183,-2056.3445871559634,(주)에스엠비나,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1,8,2015/12/24,2018/06/25,,20.0,중소기업,UQ,14,제조업,-19.39,1.65,-33.11,0.0,0.0,0.0,-20.88,0.0,-178.93,-27.27,0.04,0.0,-2.92,0.0,0.0,0.0,-13.73,-14.03,-21.25,-15.36,-23.27,-375.0,-567.98,0.0,-21.4,-21.16,-32.05,0.0,0.0,0.0,0.0,0.0,0.0,131.99,23.69,0.0,-0.44,2.17,5.16,17.65,-1.8,5.01,5.13,0.0,87.32,88.61,0.0,0.0,0.0,0.0,-568.0,-330.19,2056.34,0.0,-375.0,48.63,0.0,94.66,48.63,51.37,90.37,9.63,2156.34,56.85,52.12,3391.4,3391.4,793.33,0.0,0.0,0.0,0.0,0.0,10.66,1.59,16.19,9.07,17.37,47.19,3.19,3.53,-98.25,20.56,0.0,0.0,0.0,-44.99,-135.73,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-931.9,-116.49,0.0,-7.17,-204.22,0.0,0.0,0.0,0.0,0.0,,,,
(주)에스제이켐,217910,2015-12-01,13141155.0,3554368.0,-545158.0,-947379.0,246759.0,1175000.0,-2.209273015371273,-82.38868757508885,1.0499116544599785,-69.75540836267425,0.6939495053947683,-202.49940425531915,(주)에스제이켐,32004,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,,20,제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에스제이켐,217910,2016-12-01,14734925.0,4089479.0,-16525.0,-364889.0,348535.0,1265000.0,-0.047412741905404,-96.96876868724296,12.12808158795784,15.05502525343465,0.6148436898010194,-223.2789723320158,(주)에스제이켐,32004,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.64,-0.29,-6.32,-0.1,-0.11,-2.48,-0.4,-8.92,-1.31,-28.84,0.0,-0.13,-0.12,-2.58,77.36,100.29,-6.04,6.0,0.0,0.1,106.23,11.38,0.14,5.56,4.26,3.14,19.08,3.25,3.69,3.69,0.0,10.62,69.07,0.0,0.0,0.0,491.02,-29.0,-86.12,223.28,2.23,-1.41,19.65,43.05,24.46,11.19,80.35,27.75,72.25,323.28,289.5,105.78,81.75,46.55,2.97,99.99,0.0,316.99,110.22,31.54,260.31,86.62,28.26,173.69,0.0,-4.39,64.15,231.14,-0.05,2.23,50.19,205.21,244.76,-9.51,-10.71,-6.87,-17.54,-0.05,0.39,0.41,1.41,4.56,0.54,14.67,24.88,1.99,3.5,4.63,78.87,5.1,49.89,0.0,4.63,78.87,0.49,0.49,0.9,0.0,0.01,963.66,0.0,0.0,6.54,8.64,28.03,16.7,73.54,26.46,-37.87,,,,
(주)에스제이켐,217910,2017-12-01,15424574.0,4590260.0,693583.0,126207.0,416143.0,1299052.0,1.6666939008946444,-4297.17397881997,4.680369937410611,12.245594120913683,1.3458777874915384,-253.35460012378257,(주)에스제이켐,32004,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,4.68,-6.9,33.71,0.0,0.0,54.33,12.25,49.15,0.0,0.0,-2.42,0.0,0.0,30.09,8.06,1.47,4.6,4.6,0.84,15.98,2.91,54.1,9.84,-4.05,3.59,4.7,0.86,69.91,91.94,-7.12,4.83,-0.06,0.15,99.07,8.86,0.47,4.83,8.47,8.26,25.71,3.87,4.39,4.39,0.0,12.21,71.7,0.0,0.0,0.0,680.24,10.0,-2.29,253.35,2.69,54.83,25.1,49.69,33.51,12.63,74.9,29.76,70.24,353.35,251.68,96.05,113.99,57.35,0.36,96.22,404.94,376.35,122.17,25.57,236.03,74.0,25.44,162.03,1565.4,3.08,61.51,206.71,1.67,2.53,39.32,135.92,178.97,-4.8,-5.49,-3.37,-6.05,1.67,0.57,0.58,1.98,6.71,0.8,19.44,18.77,2.54,4.78,5.43,67.24,6.5,45.51,117.72,5.56,65.7,0.74,0.76,1.26,0.0,0.01,2028.35,0.0,0.0,13.15,18.56,62.18,23.57,37.6,62.4,6.22,,,,
(주)에스제이켐,217910,2018-12-01,15466219.0,4836502.0,657926.0,246242.0,496026.0,1299052.0,1.3263941809501922,-5.140985289431832,0.269991249028978,5.364445586960209,0.9510962149484576,-272.3101153764437,(주)에스제이켐,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,0.27,-2.79,11.67,-5.14,95.11,22.81,5.36,3.63,0.0,0.0,-3.55,0.0,0.0,30.63,7.38,2.76,4.26,4.26,1.59,13.96,5.22,50.65,18.96,12.25,4.8,4.27,1.6,69.37,92.62,-4.62,5.56,0.0,0.0,97.27,7.64,0.39,5.65,10.28,9.9,32.06,4.62,5.27,5.25,0.0,16.68,73.14,0.0,0.0,0.0,686.45,19.0,58.69,272.31,2.27,50.65,27.96,54.65,38.8,12.68,72.04,31.27,68.73,372.31,230.38,83.85,198.54,90.04,11.53,70.15,110.1,293.86,89.33,23.87,219.78,45.03,12.41,174.75,393.86,13.87,60.88,194.69,1.33,2.72,45.95,127.25,173.16,3.45,3.89,2.37,4.11,1.33,0.58,0.58,1.89,6.86,0.83,16.89,21.61,2.18,4.56,4.16,87.73,5.29,31.27,51.58,5.08,71.81,0.79,0.83,1.3,0.0,0.01,2346.95,102.04,387.71,15.17,22.09,78.32,26.32,28.54,71.46,10.49,,,,
(주)에스제이켐,217910,2019-12-01,15096186.0,5024437.0,613913.0,187934.0,441787.0,1299052.0,1.3896130940928546,-6.689658107446739,-2.392523990511186,3.8857628922721377,-0.2367914490623045,-286.7772036839172,(주)에스제이켐,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,-2.39,-1.98,-9.78,-6.69,-23.68,-8.59,3.89,3.33,20.4,-13.04,0.47,18.83,50.81,31.94,6.66,2.04,4.05,4.02,1.23,12.45,3.81,47.26,14.47,18.73,4.09,4.07,1.25,68.06,93.34,-4.54,4.74,0.04,0.0,97.89,9.7,0.4,4.82,10.06,10.3,41.29,4.22,4.98,4.83,0.0,19.8,74.15,0.0,0.0,0.0,709.32,14.0,130.38,286.78,1.56,47.26,25.84,55.37,34.84,11.53,74.16,33.28,66.72,386.78,222.82,87.86,165.76,73.98,18.21,58.24,139.58,291.16,72.2,20.0,200.46,46.84,17.05,153.62,498.77,10.25,58.74,176.48,1.39,2.87,44.63,121.21,159.72,12.19,13.85,8.13,13.33,1.41,0.6,0.61,1.87,7.09,0.89,18.5,19.73,2.24,4.98,4.07,89.57,5.12,37.2,42.89,6.32,57.74,0.83,0.87,1.44,0.0,0.01,2457.19,122.86,460.72,16.28,23.63,139.89,26.67,35.74,64.26,7.65,,,,
(주)에스제이켐,217910,2020-12-01,16185032.0,5219593.0,585102.0,195157.0,379495.0,1299052.0,1.5417910644409016,-4.693010247380325,7.212722471755439,3.8841366704369,0.0384337054497855,-301.8001588850947,(주)에스제이켐,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,7.21,-2.29,37.47,-4.69,3.84,14.9,3.88,-4.23,-1.29,0.0,-3.33,-4.23,5.86,32.82,6.63,2.21,3.82,3.74,1.25,11.42,3.81,45.04,15.02,18.55,3.6,3.89,1.3,67.18,93.37,-4.38,4.16,-0.02,0.18,97.75,10.75,0.47,4.25,10.28,10.76,56.6,3.49,3.86,4.06,0.0,22.8,75.11,0.0,0.0,0.0,679.29,15.0,69.62,301.8,1.07,45.04,33.13,46.28,49.55,17.8,66.87,32.25,67.75,401.8,207.34,79.88,203.36,109.25,65.5,42.0,91.05,273.67,47.96,15.35,210.08,50.52,18.94,159.56,305.55,16.84,60.71,188.26,1.54,3.02,52.49,124.75,173.69,11.85,13.22,8.03,14.72,1.59,0.56,0.59,1.72,6.79,0.84,21.71,16.81,1.91,3.82,3.8,96.0,4.51,64.01,39.21,7.67,47.57,0.8,0.86,1.24,0.0,0.01,2425.55,121.28,441.22,14.99,25.18,165.61,27.49,38.33,61.67,8.05,,,,
(주)에스제이켐,217910,2021-12-01,15973869.0,4492808.0,-1251769.0,-1585559.0,311596.0,1299052.0,-4.017281993350364,-313.9403044255532,-1.304680769244082,-13.924169949649334,-9.124530506207822,-245.85282190397305,(주)에스제이켐,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,-1.3,6.01,-18.11,0.0,0.0,-34.85,-13.92,10.52,-78.07,45.0,7.02,-23.78,-13.64,17.61,-12.84,-16.26,-7.73,-7.78,-9.86,-25.78,-32.65,-96.36,-122.06,0.0,-7.97,-8.16,-10.33,82.39,112.84,-3.42,3.11,0.03,2.9,116.2,10.24,0.17,2.67,7.65,11.33,69.5,2.7,3.13,3.15,0.0,-8.8,51.97,0.0,0.0,0.0,750.75,-122.0,22.04,245.85,0.58,-96.36,27.49,36.82,37.91,17.37,72.51,28.13,71.87,345.85,257.8,101.85,95.43,60.29,35.89,65.3,0.0,218.41,96.1,29.9,255.54,102.43,37.31,153.11,0.0,-1.32,62.38,221.8,-4.02,2.46,50.01,114.86,157.51,5.19,5.97,3.73,6.1,-4.13,0.61,0.64,2.01,7.51,0.87,22.57,16.17,2.0,3.45,4.76,76.69,5.96,50.41,44.38,9.3,39.26,0.87,0.93,1.15,0.0,0.01,771.43,26.6,336.3,4.83,7.28,56.8,7.91,150.9,-50.9,-205.54,,,,
(주)에스제이켐,217910,2022-12-01,15660478.0,3802767.0,-281581.0,-701051.0,412622.0,1299052.0,-0.6824187755379015,-77.50535442242139,-1.961897897121856,-15.358791205856114,0.5578524671740377,-192.73400910818043,(주)에스제이켐,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1,8,2003/10/09,2018/04/27,,20.0,중소기업,UQ,20,제조업,-1.96,2.83,-15.1,0.0,0.0,32.7,-15.36,9.64,127.09,17.24,3.02,-6.49,2.04,26.64,-2.63,-6.56,-1.73,-1.78,-4.43,-6.79,-16.9,-21.68,-53.97,0.0,-1.88,-1.9,-4.73,73.36,102.63,-3.92,3.78,0.02,1.22,106.55,12.2,0.15,3.54,7.53,11.73,85.11,3.46,4.09,4.11,0.0,-28.84,42.97,0.0,0.0,0.0,823.09,-54.0,-34.31,192.73,0.7,-21.68,23.81,57.55,31.24,10.11,76.19,24.28,75.72,292.73,313.78,106.83,83.01,35.24,5.71,56.67,0.0,225.26,80.33,25.16,311.82,118.1,33.71,193.72,0.0,-4.87,64.49,265.58,-0.68,1.93,37.97,109.96,133.65,-0.67,-0.79,-0.51,-0.75,-0.7,0.68,0.72,2.58,8.23,0.92,20.9,17.46,2.63,4.91,5.68,64.21,8.19,30.06,48.76,9.41,38.77,0.91,0.98,1.24,0.0,0.01,2053.86,60.41,314.48,13.11,20.07,175.22,19.21,67.81,32.19,-34.13,,,,
(주)에스케이씨에스,224020,2013-12-01,19094232.0,4158011.0,530253.0,110977.0,404487.0,950000.0,1.3109271744209332,-288.3127767853655,21.92624005474162,9.341724065660609,1.158300893943522,-337.6853684210526,(주)에스케이씨에스,32202,  고무 및 플라스틱제품 제조업,1,8,2004/08/06,2016/07/25,,20.0,중소기업,UQ,22,제조업,21.63,6.69,89.41,50.02,-49.26,41.86,2.74,46.84,0.0,0.0,12.84,0.0,0.0,16.43,5.19,1.09,3.11,3.05,0.64,12.93,2.71,55.82,11.68,9.53,2.9,4.05,0.85,83.57,94.81,-4.11,3.86,-0.15,0.01,98.92,5.41,0.12,3.89,4.4,7.32,8.77,2.96,4.07,4.17,0.0,7.04,10.92,0.0,0.0,0.0,53730.94,584.0,8173.57,337.69,0.13,2790.81,17.88,43.19,21.77,10.16,82.12,21.78,78.22,437.69,377.12,169.72,34.64,19.68,0.37,103.47,0.0,42.71,284.35,242.27,359.22,237.02,50.46,122.2,0.0,-33.74,52.05,239.01,1.31,3.38,25.55,144.86,156.37,8.14,12.24,6.37,11.92,1.35,0.59,0.78,2.49,10.75,0.77,4.47,81.65,3.91,7.56,8.12,44.94,21.25,16.84,59.92,10.17,35.89,0.69,0.8,1.07,0.07,0.0,1523.19,0.0,0.0,7.98,15.14,42.62,14.92,35.94,64.06,7.29,,,,
(주)에스케이씨에스,224020,2014-12-01,21411696.0,4465125.0,820646.0,293736.0,428956.0,950000.0,1.913123956769459,54.764989542727726,12.136984613992327,7.386079546206115,1.646818710183191,-370.0131578947369,(주)에스케이씨에스,32202,  고무 및 플라스틱제품 제조업,1,8,2004/08/06,2016/07/25,,20.0,중소기업,UQ,22,제조업,12.14,3.13,25.36,54.76,164.68,12.66,7.39,53.1,0.0,0.0,9.26,0.0,0.0,13.95,5.25,1.88,4.07,4.05,1.45,19.03,6.81,86.38,30.92,14.12,3.55,4.88,1.75,86.05,94.75,-3.37,2.72,-0.63,0.02,98.12,4.01,0.31,2.77,3.57,6.27,12.01,2.67,3.96,4.13,0.0,13.13,17.04,0.0,0.0,0.0,82260.59,1546.0,9431.28,370.01,0.33,4319.19,19.99,38.82,24.98,12.23,80.01,20.85,79.15,470.01,383.7,121.71,58.34,35.69,8.45,98.09,0.0,35.45,267.27,276.7,379.53,164.28,13.69,215.25,0.0,-14.27,50.61,242.67,1.91,3.7,24.61,104.97,113.24,9.87,15.43,7.81,10.7,1.93,0.77,0.93,3.63,16.45,0.98,3.83,95.38,4.06,6.86,9.97,36.61,27.27,18.62,100.56,9.91,36.84,0.95,1.17,1.26,0.06,0.0,1940.71,0.0,0.0,9.06,19.6,56.69,12.42,31.69,68.31,15.14,,,,
(주)에스케이씨에스,224020,2015-12-01,26998376.0,6888128.0,907816.0,469106.0,533622.0,1217500.0,1.7012342069854691,10.622119647204764,26.0917210855226,54.26506536771088,0.5970327096440341,-465.76000000000005,(주)에스케이씨에스,32202,  고무 및 플라스틱제품 제조업,1,8,2004/08/06,2016/07/25,,20.0,중소기업,UQ,22,제조업,26.09,-2.67,121.45,10.62,59.7,14.3,54.27,21.86,0.0,0.0,2.27,0.0,0.0,15.43,4.77,2.46,3.77,3.75,1.94,15.99,8.26,83.77,43.29,9.54,4.12,4.07,2.11,84.57,95.23,-2.25,2.78,-0.1,0.15,97.51,4.52,0.21,2.81,5.09,8.37,12.39,2.85,3.97,4.39,0.0,15.32,42.34,0.0,0.0,0.0,100239.98,228.0,-6439.01,465.76,0.32,4777.98,35.1,20.04,54.08,28.07,64.9,25.51,74.49,565.76,254.38,95.32,110.0,87.96,28.21,252.72,220.48,93.05,736.87,271.61,291.96,125.07,16.95,166.88,1334.82,3.19,49.83,195.3,1.7,4.66,36.11,90.98,141.09,1.41,2.11,1.05,1.49,1.72,0.79,0.85,3.36,17.57,1.03,3.91,93.46,2.77,3.74,10.7,34.11,30.21,20.51,86.22,5.93,61.59,1.1,1.42,1.28,0.08,0.45,2869.28,0.0,0.0,10.63,21.75,42.69,15.07,29.61,70.39,16.35,,,,
(주)에스케이씨에스,224020,2016-12-01,24627191.0,8700575.0,531383.0,493426.0,484464.0,1537500.0,1.096847237359226,-41.46578161213286,-8.782694929502421,26.312620787534733,0.0518432934134289,-465.8910569105691,(주)에스케이씨에스,32202,  고무 및 플라스틱제품 제조업,1,8,2004/08/06,2016/07/25,,20.0,중소기업,UQ,22,제조업,-8.78,-3.97,-24.26,-41.47,5.18,7.95,26.31,11.55,0.0,0.0,-0.41,0.0,0.0,13.68,2.5,2.32,2.07,2.06,1.91,6.82,6.33,38.58,35.82,13.3,3.77,2.07,1.92,86.32,97.5,-0.1,2.26,-0.05,0.14,97.68,4.88,0.28,2.23,5.31,8.38,17.23,2.67,4.4,3.96,0.0,17.91,57.65,0.0,0.0,0.0,8724.98,182.0,-221.82,465.89,0.39,218.23,29.15,28.56,41.14,20.82,70.85,35.33,64.67,565.89,200.55,86.54,160.81,114.89,6.06,227.33,75.51,140.69,447.08,161.58,183.05,51.3,5.12,131.75,422.31,11.02,44.7,126.51,1.1,4.66,39.2,82.3,115.63,-5.54,-8.01,-3.58,-4.15,1.11,0.82,0.83,2.73,15.42,1.18,5.02,72.75,2.55,3.34,10.76,33.92,25.09,24.67,79.79,4.49,81.24,1.22,1.64,1.43,0.1,0.02,3299.96,64.71,416.58,13.4,26.08,53.17,15.53,31.78,68.22,14.95,,,,
