회사명,거래소코드,회계년도,산업코드,산업명,업종코드,소속코드,설립일,상장일,상장폐지일,기업규모코드,기업규모명,감사의견코드,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,총자본순이익률,자기자본영업이익률,자기자본순이익률,자본금영업이익률,자본금순이익률,조세 대 조세차감전순이익률,기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),CPS(Cash flow Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,매출채권 대 상,제품비율,매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,상품,제품회전률,원,부재료회전률,재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,감사의견
(주)메디안디노스틱,233250,Dec-19,32103,  의료용 물질 및 의약품 제조업,1,8,1999-10-18,2017-06-26,,20,중소기업,UQ,21,제조업,4.231376247,-7.1,14.46,-23.78524642,-0.237852464,-5.55,4.149653154,1.38,18.45,-7.94,-4.94,10.12,17.84,53.58,5.52,5.74,3.86,3.51,3.65,3.81,3.96,53.31,55.41,7.83,3.4,3.69,3.84,46.42,94.48,0.71,-0.39,0.31,0.35,93.84,34.15,0,-0.41,7.71,14.32,57.95,-3.16,3.83,4.58,0,55.27,98.78,0,0,0,5990.55,366,659.86,1415.42,0,330.8,51.91,18.03,107.95,42.55,48.09,92.13,7.87,1428.25,52.2,51.92,704.06,577.14,167.02,122.08,21.01,817.44,258.55,14.93,8.54,8,81.18,0.54,1.12,44.54,2.64,2.87,33.94,999999999,91.3,14.15,78.09,79.23,153.15,69,205.46,5.43,8.72,0,0.64,0.67,0.69,9.65,8.11,30.11,12.12,1.28,1.6,6.46,56.46,13.8,15.94,51.25,5.36,68.04,1.26,1.49,1.11,0,0.01,4764.65,83.88,180.39,28.36,70.37,514.99,45.54,71.12,28.88,12.6,,,,
(주)메디안디노스틱,233250,Dec-20,32103,  의료용 물질 및 의약품 제조업,1,8,1999-10-18,2017-06-26,,20,중소기업,UQ,21,제조업,14.91313392,-3.05,32.04,261.2142366,2.612142366,74.51,14.07526331,31.94,22.33,13.79,-3.58,15.95,-4.05,67.53,16.63,15.71,13.07,12.72,12.01,13.86,13.09,211.89,200.15,3.31,11.73,13.29,12.55,32.47,83.37,-0.38,-0.37,-0.75,0.26,83.86,33.65,0,-0.44,6.39,15.01,73.75,-3.44,2.08,2.44,0,60.74,98.93,0,0,0,7903.96,1322,803.44,1615.02,0,1314.8,59.65,23.83,147.82,45.44,40.35,91.46,8.54,1629.28,44.12,43.99,721.8,549.83,195.13,72.65,27.66,796.35,249.85,9.12,9.34,9.04,91.45,0.3,0.54,51.38,3.25,3.56,175.64,999999999,90.66,16.15,73.3,57.48,134.25,77.48,203.37,6.62,9.26,0,0.76,0.8,0.83,12.74,9.29,56.91,6.41,1.36,1.73,6.4,57.06,17.93,12.06,56.85,7.06,51.73,1.74,2.07,1.2,0,0.01,6860.55,102.61,209.16,35.53,104.51,992.36,49.7,57.18,42.82,31.62,,,,
(주)메디안디노스틱,233250,Dec-21,32103,  의료용 물질 및 의약품 제조업,1,8,1999-10-18,2017-06-26,,20,중소기업,UQ,21,제조업,13.40343864,0,0,10.0633251,0.100633251,0,13.6336759,0,-2.95,13.64,0,-9.12,-2.95,60.87,17.31,16.75,11.51,11.27,10.9,12.3,11.9,227.73,220.29,9.45,10.71,11.55,11.17,39.13,82.69,1.18,-0.3,0.81,0.22,81.74,37.99,0,-0.37,6.11,14.84,82.71,-2.37,0.9,0.9,0,65.3,98.96,0,0,0,8162.47,1455,1929.34,1837.15,0,1413.13,65.4,22.38,188.99,50.76,34.6,91.64,8.36,1851.41,37.76,37.47,855.34,663.9,379.06,48.14,25.35,1647.72,176.96,2.92,9.12,8.34,84.55,0.78,1.23,57.75,4.6,5.02,272.75,999999999,90.94,18.37,100.44,53.14,149.87,184.17,334.55,15.39,23.64,0,0.65,0.67,0.71,13.15,7.79,152.24,2.4,1,1.28,4.45,82.05,16.35,7.52,32.6,9.24,39.5,1.88,2.15,0.89,0,0.01,7800.22,99.58,190.08,35.63,117.85,927.61,54.72,57.5,42.5,30.61,,,,
(주)메디안디노스틱,233250,Dec-22,32103,  의료용 물질 및 의약품 제조업,1,8,1999-10-18,2017-06-26,,20,중소기업,UQ,21,제조업,11.13820907,1.84,15.49,-86.37632413,-0.863763241,35.69,2.097735054,74.19,-26.31,8,2.92,61.29,13.77,30.6,1.06,1.31,1.44,1.14,1.41,1.3,1.6,24.36,30.01,-4.99,1.17,1.17,1.44,69.4,98.94,0.18,-0.22,0.18,0.18,98.77,21.44,0,-0.22,2.13,10.91,92.69,-1.96,1.04,1.18,0,65.61,98.7,0,0,0,14218.23,198,-848.28,1870.88,0,151.15,67.96,26.3,212.07,50.09,32.04,84.19,15.81,1890.25,38.06,37.76,448.73,330.73,128.39,90.79,33.84,292.37,219.56,31.05,18.78,17.99,87.51,0.79,1.26,52.81,5.34,6.35,19.45,999999999,83.33,18.71,62.12,30.95,95.89,24.54,72.61,3.88,3.8,0,1.07,1.1,1.22,22.91,8.75,34.39,10.61,1.61,2.13,6.58,55.51,18.6,13.18,44.5,9.05,40.35,3.23,3.72,1.37,0,0.01,6094.02,73.38,306.58,25.04,90.41,605.42,24.54,87.17,12.83,5.34,,,,
(주)메디젠휴먼케어,236340,Dec-13,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,,70,"전문, 과학 및 기술 서비스업",-93.78924276,,,0,,,-101.3651612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)메디젠휴먼케어,236340,Dec-14,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",148.2243233,0,0,0,,0,-941.3857959,0,0,0,0,0,0,71.01,-282.33,-288.8,-43.7,-43.94,-44.95,-70.05,-71.66,-143.04,-146.32,0,-43.9,-50.7,-51.86,28.99,382.33,-6.47,6.76,0,6.41,383.58,24.78,0.95,1.73,24.12,33.98,55.03,2.82,3.76,3.76,0,-135.4,51.02,0,0,0,375.51,-821,-581.18,104.18,40.19,-1060.16,50.23,3.43,100.94,48.51,49.77,62.73,37.27,204.18,79.34,53.11,798.7,771.28,338.34,341.44,3.93,501.88,0,68.03,59.42,10.03,12.11,49.4,70.51,43.94,34.28,54.65,-34.06,-41.71,32,1.04,322.75,319.75,556.86,-64.63,-70.27,-24.09,-154.77,-41.75,0.16,0.18,0.25,0.51,0.42,13.26,27.52,0.31,0.32,9.02,40.45,0,9.02,0,2.64,138.13,0.31,0.55,0.28,0,0.01,-308.68,0,0,-8.23,-28.87,-31.66,-52.87,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-15,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",9.30406262,-32.88,58.79,0,,175.75,-31.98226147,74.76,0,0,-40.64,0,0,87.35,-132.63,-186.27,-34.36,-34.47,-48.41,-68.46,-96.15,-115.35,-161.99,0,-47.27,-37.29,-52.37,12.65,232.63,-53.64,4.39,0,1.3,285.42,25.53,0.96,1.53,13.46,28.84,115.62,2.3,2.28,2.86,0,-118.75,25.39,0,0,0,442.71,-796,-444.04,34.03,33.67,-587.17,72.97,5.96,270.01,68.62,27.03,39.03,60.97,134.03,69.24,30.28,678.68,638.21,481.84,217.15,6.99,215.33,0,100.85,156.19,27.55,10.05,128.65,80.7,62.22,52.57,134.69,-27.48,-41.48,9.91,0.34,238.96,145.78,392.76,-38.54,-44.7,-23.5,-94.43,-30.25,0.26,0.28,0.52,0.87,0.52,9.11,40.06,0.42,0.44,8.39,43.49,0,8.39,0,3.35,108.82,0.69,1.14,0.37,0.38,0.01,-441.54,-21.03,48.59,-10.77,-61.53,-67.16,-43.27,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-16,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",-37.0679509,-36.73,-44.58,0,,42.66,-103.1253261,58.94,0,23.81,-16.78,28.38,-13.53,70.32,-82.19,-96.08,-39.86,-39.91,-46.65,0,0,-111.63,-130.5,0,-43.23,-41.21,-48.17,29.68,182.19,-13.89,7.04,0.02,1.75,195.98,25.13,1.14,3.59,10.05,33.37,210.61,4.45,5.3,5.33,0,0,0,0,0,0,679.1,-680,-491.12,0,19.39,-558.17,64.26,15.35,179.81,54.4,35.74,0,101.94,0,0,0,312.04,264.14,140.93,200.87,22.59,365.96,0,54.89,0,0,9.93,0,186.28,43.67,84.54,0,-11.53,-12.64,0,0,143.37,62.6,151.81,-41.75,-50.34,-42.56,-67.71,-11.67,0.49,0.5,0,1.36,0.63,10.15,35.97,0.7,0.77,7.49,48.73,0,7.49,0,3.61,101.15,1.6,2.77,0.58,1.05,0.01,-38.23,-1.47,62.38,-1.48,-8.42,-10.86,-2.36,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-17,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",101.8912856,20.5,145.05,0,,-1.69,-4356.942084,85.59,0,34.62,24.29,37.86,1.25,52.07,-37.36,-44.5,-28.7,-28.87,-34.39,0,0,-89.78,-106.95,0,-31.42,-29.32,-34.93,47.93,137.36,-7.14,3.85,-0.02,2.4,144.39,25.02,0.95,2.66,8.72,37.02,137.47,4.05,5.52,5.56,0,-229.68,37.56,0,0,0,1260.3,-581,-576.81,62.45,5.46,-470.84,78,6.16,354.5,73.19,22,40.87,59.13,162.45,53.83,28.95,324.91,304.9,166.39,563.35,8.9,431.71,0,130.49,144.66,58.73,23.88,85.93,65.05,53.99,42.52,104.03,-9.2,-10.57,15.71,0.62,95.05,34.36,173.03,-41.4,-57.57,-24.48,-42.37,-9.72,0.77,0.78,0,2.4,1.05,12.91,28.27,1.05,1.15,11.92,30.61,0,11.92,0,3.13,116.49,2.91,6.01,0.8,0.47,0.01,706.3,20.18,86,13.56,129.11,151.05,23.47,154.34,-54.34,-189.65,,,,
(주)메디젠휴먼케어,236340,Dec-18,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",-2.560666199,0,0,-811.6420141,,0,-324.8202164,0,0,0,0,0,0,50.01,-66.41,-76.12,-37.69,-39.78,-45.6,0,0,-175.22,-200.85,0,-44.01,-42.42,-48.62,49.99,166.41,-9.71,2.65,0,4.71,173.21,34.3,0,1.47,5.9,27.92,161.07,0.82,2.13,2.13,0,0,0,0,0,0,1110.04,-1004,-560.11,-515.4,3.53,-737.19,76.63,9.06,327.84,69.68,23.37,0,194.31,-415.4,0,0,157.21,142.97,85.65,336.9,24.89,280.64,0,120.05,0,0,19.02,0,521.99,27.89,172.1,0,-10.83,-27.73,0,0,127.93,39.02,156.56,-15.55,-17.56,-30.22,-50.46,-25.06,0.6,0.64,0,2.64,0.31,7.19,50.78,0.78,0.86,8.63,42.3,0,8.63,0,2.56,142.51,2.56,5.91,0.48,0.25,0.01,419.64,9.38,67.57,8.27,81.55,97.87,13.8,447.59,-347.59,-551.58,,,,
(주)메디젠휴먼케어,236340,Dec-19,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",-29.09589873,-0.29,-40.75,52.80322573,-0.528032257,71.58,76.33454161,-10.08,-284.25,0,9.1,-10.08,4.38,35.26,-91.35,-129.35,-54.08,-57.58,-81.53,0,0,-216.73,-306.9,0,-80.28,-61.84,-87.56,64.74,191.35,-38,1.99,0,7.41,221.41,30.4,0,0.84,11.38,50.83,134.03,0.5,1.99,2.16,0,0,0,0,0,0,998.2,-1534,-731.41,-832.49,3.62,-911.83,64.04,26.23,178.06,47.24,35.96,-234.53,334.53,-732.49,0,0,63.16,46.59,8.53,198.6,0,122.42,0,162.23,0,0,22.42,0,0,-37.36,288.22,0,-12.11,-63.93,-266.55,-8.32,113.28,45.37,121.36,-14.69,-17.05,-49.14,-64.69,-45.86,0.63,0.68,0,2.37,0.25,3.9,93.7,0.88,1.04,5.71,63.88,0,5.71,0,2.29,159.38,2.2,5.32,0.44,0.24,0.01,-781.8,-17.28,60.76,-21.72,-152.39,-205.76,-28.59,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-20,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",3.54827247,54.92,-8.6,44.69905339,-0.446990534,28.82,41.66688088,-8.28,0,-31.11,25.17,33.14,38.39,6.13,-122.1,-204.07,-83.27,-83.59,-139.71,0,0,-260.02,-434.61,0,-134.86,-90.47,-151.21,93.87,222.1,-81.98,7.08,0.1,0.62,259.45,22.44,0,2.13,7.58,34.21,119.1,1.28,1.5,1.65,0,0,0,0,0,0,895.72,-2207,-1067.96,-1094.35,4.38,-1093.63,56.53,36.97,130.02,35.63,43.47,0,420.87,-994.35,0,0,31.61,19.93,1.1,140,0,60.9,0,229.89,0,0,31.64,0,0,-122.27,338.1,0,-16.2,-27.82,0,0,87.96,58.11,137.6,-15.92,-19.81,-66.99,-99.56,-17.24,0.68,0.74,0,2.13,0.18,1.81,201.68,1.14,1.66,3.63,100.68,0,3.71,150.54,2.19,166.74,1.72,3.84,0.34,0.25,0.02,-2205.27,-71.21,80.9,-59.17,-277.46,-481.65,-87.94,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-21,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",28.44756554,-54.08,88.05,0,,15.05,4.368336918,41.67,0,0,-49.07,41.67,-13.55,21.93,-58.38,-74.08,-48.44,-48.72,-61.82,0,0,-167.28,-212.27,0,-59.84,-51.34,-65.14,78.07,158.38,-15.7,2.37,-0.16,0.27,166.57,24.54,0,1.28,9.68,39.1,213.45,0.51,0.7,0.73,0,0,0,0,0,0,1211.69,-1092,-558.16,0,2.15,-707.4,82.75,22.62,479.76,64.03,17.25,0,360.72,0,0,0,52.65,40.74,16.17,151.9,0,58.93,0,257.77,0,0,31.73,0,0,-74.41,287.72,0,-21.6,-30.28,0,0,85.4,34.44,130.31,-13.39,-16.78,-48.28,-65.06,-24.65,0.83,0.88,0,2.87,0.22,1.73,210.64,1.17,1.62,4.24,86.04,0,4.42,106.05,2.9,125.94,2.9,6.13,0.35,0.18,0.74,-45.73,-1.48,114.61,-0.96,-13.92,-17.22,-1.29,0,0,0,,,,
(주)메디젠휴먼케어,236340,Dec-22,137001,  연구개발업,1,8,2012-07-20,2016-01-26,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",10.12577873,194.94,-14.99,0,,33.6,-31.13423886,11.17,0,-3.23,130.6,14.88,10.92,21.6,-57.44,-70.69,-44.91,-45.11,-55.51,0,0,-162.96,-200.55,0,-54.33,-47.16,-58.04,78.4,157.44,-13.25,1.5,0.02,0.18,165.29,25.84,0,0.88,7.9,33.49,118.31,0.38,0.65,0.57,0,0,0,0,0,0,1269.75,-969,-803.39,0,9.61,-729.33,63.88,35.55,176.87,41.17,36.12,0,263.04,0,0,0,83.36,53.73,9.62,130.69,0,77.34,0,168.98,0,0,11.13,0,0,-12.75,200.39,0,-32.89,-46.12,0,0,92.78,34.56,126.36,-14.91,-19.57,-39.22,-52.35,-38.29,0.79,0.82,0,2.84,0.25,1.82,200.21,1.08,1.51,3.77,96.72,0,3.91,110.17,2.7,135.19,2.89,5.48,0.42,0.22,0.03,-371.88,-12.4,131.66,-7.05,-34.55,-73.35,-9.42,0,0,0,,,,
(주)무진메디,322970,Dec-17,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,,70,"전문, 과학 및 기술 서비스업",-92.14227415,,,0,,,-100.5477616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)무진메디,322970,Dec-18,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",1203.191209,0,0,0,,0,10588.81313,0,0,0,0,0,0,0,-1354.6,-1460.02,-25.16,-25.33,-27.3,-27.17,-29.29,-108.67,-117.13,0,-27.04,-25.33,-27.3,0,1454.6,-105.42,13.74,0,0,1347.35,34.84,0.93,0.87,10.76,25.65,30.07,3.79,8.69,8.69,0,-46.24,75,0,0,0,56.08,-708,-688.88,299.92,77.6,-759.71,86.42,0,636.59,86.42,13.58,93.22,6.78,399.92,14.56,14.39,1533.91,1533.91,1495.49,0,0,0,0,0,7.28,6.04,0,1.23,1.42,80.79,4.95,5.31,-58.91,-105.26,69.91,3,4621.81,726.02,5347.83,-338.67,-464.18,-22.97,-1228.31,-98.58,0.02,0.02,0.02,0.08,0.28,0,0,0.02,0.02,0,0,0,0,0,458.86,0.8,0.14,0.21,0.02,0,1.26,-628.43,0,0,-11.64,-133.51,-157.42,-622.51,0,0,0,,,,
(주)무진메디,322970,Dec-19,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",-31.00714828,-33.57,-30.96,0,,0,-34.69447733,-87.17,0,0,-31.32,0,0,0,-15818.36,-16086.91,-44.78,-44.92,-45.68,-49.26,-50.1,-81.42,-82.8,0,-45.23,-44.92,-45.68,0,15918.36,-268.55,158.31,0,0,10087.33,23.4,0.08,0.97,10.43,35.92,74.86,5.1,9.42,9.72,0,-137.74,-29.11,0,0,0,5.15,-332,-556.02,-12.94,4445.62,-814.19,86.49,0,639.95,86.49,13.51,88.24,11.76,87.06,15.32,14.82,982.32,982.32,955,0,0,0,0,0,13.33,9.98,0,3.35,3.81,77.68,7.64,8.66,-76.44,-100.62,-13.12,-0.13,30442.43,4771.84,28753.09,-301.18,-463.6,-35.43,-10187.35,-99.92,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,58.88,6.2,0.02,0.03,0,0.02,0.16,-1159.73,0,0,-31.14,-370.92,-445.72,-8952.71,0,0,0,,,,
(주)무진메디,322970,Dec-20,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",46.97671609,38.02,47.63,0,,0,60.88635191,-12,0,0,42.78,0,0,0,-17170.49,-17344.61,-42.16,-42.56,-42.99,-45.66,-46.12,-48.92,-49.41,0,-43.15,-42.56,-42.99,0,17270.49,-174.12,-64.91,0,2.63,6407.94,22.86,0.15,-0.37,14.2,43.48,87.5,-2.37,0,7.51,0,-123.01,7.81,0,0,0,1.51,-293,-179.03,25.07,3676.36,-259.25,86.87,0,661.7,86.87,13.13,96.59,3.41,125.07,13.59,13.3,6748.19,6748.19,1879.61,0,0,0,0,0,3.53,1.33,0,2.2,2.48,85.58,0,0,-183.05,999999999,19.36,0.25,34986.85,5359.99,48021.1,-736.11,0,-25.13,-12066.28,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,69.09,5.28,0.02,0.03,0,0.01,0.19,-1063.94,-106.39,1.14,-19.43,-246.55,-275.5,-9332.83,0,0,0,,,,
(주)무진메디,322970,Dec-21,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",46.7729735,1380.89,-69.99,0,,0,-39.56709153,-36.84,0,40,819.37,-54.89,5.57,0,-34384.97,-34869.49,-36.44,-36.65,-37.17,-58.37,-59.19,-58.38,-59.2,0,-36.49,-39.24,-39.79,0,34484.97,-484.52,636.09,0,131.94,6989.31,26.64,0.18,1.8,11.5,11.8,18.67,1.82,1.34,2.68,0,-282.11,-59.93,0,0,0,0.85,-372,-213.68,-24.89,13224.64,-292.32,17.76,0,21.6,17.76,82.24,39.77,60.23,75.11,206.78,103.45,86.62,86.62,82.09,0,0,0,0,0,151.45,51.57,33.33,99.89,0,-2.74,56.01,140.83,-41.09,-53.82,-13.18,-0.25,42937.7,50877.25,99233.99,-32.66,-35.13,-19.67,-21954.86,-54.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.91,2.79,0,0,0,0.01,0.36,-1364.12,-97.44,0.51,-16.98,-24.8,-397.41,-18946.17,0,0,0,,,,
(주)무진메디,322970,Dec-22,137001,  연구개발업,1,8,2016-06-22,2020-06-24,,20,중소기업,UQ,70,"전문, 과학 및 기술 서비스업",-7.607193924,10.42,-91.47,0,,0,-66.05637519,177.78,0,50,10.51,85.19,-2.61,0,-14497.07,-15139.33,-37.5,-37.51,-39.17,-135.49,-141.49,-67.64,-70.63,0,-37.47,-45.01,-47,0,14597.07,-642.26,657.34,0,27.5,12866.26,32.48,0.46,4.31,14.16,10.16,27.93,2.35,2.31,2.59,0,-1110.28,-408.01,0,0,0,2.35,-411,-237.64,-74.89,4841.43,-340.77,1.64,0,1.67,1.64,98.36,14.61,85.39,25.11,673.22,166.54,4.01,4.01,1.08,0,0,0,0,0,584.44,280.2,47.55,304.24,0,-39.3,77.05,527.36,-21.94,-22.03,-43.57,-0.75,3872.73,34773.92,28695.41,-30.22,-33.49,-25.81,-9579.14,-22.05,0,0,0.01,0,0,0,0,0.03,0.03,0,0,0,0,0,4.55,80.3,0,0,0.01,0.22,0.01,-1445.07,-68.81,0.95,-19.47,-26.9,-500.87,-7225.34,0,0,0,,,,
(주)미래엔에듀파트너,208890,Dec-13,168506,  교육 서비스업,1,8,2009-04-06,2014-12-18,,20,중소기업,UQ,85,교육 서비스업,10.32118294,-15.9,-30.22,0,,0,470.2982283,-18.66,0,0,26.53,0,0,38.02,-3.3,-2.99,-4.14,-4.71,-4.26,-8.6,-7.78,-592.95,-536.36,0,-4.65,-5.08,-4.59,61.98,103.3,0.32,-0.28,0,0.01,102.97,8.34,0.31,-0.27,26.32,37.21,0.54,-0.87,1.41,0.56,0,34.76,98.76,0,0,0,961831.57,-22165,209656.47,7978.46,0,-31751.46,24.36,0.5,32.21,24.24,75.64,75.53,24.47,8078.46,100.14,100.14,99.55,99.05,46.28,3957.37,0,0,0,0,32.4,32.4,0,0,0,-0.11,12.21,16.17,-26.67,999999999,74.59,79.78,21.35,48.78,66.92,179.6,359.96,43.95,31.67,0,1.43,1.54,2.61,179.62,3.15,0,0,4.68,4.69,2275.48,0.16,0,0,0,26.34,13.86,2.05,31.2,2.82,0,0.07,3831.25,0,0,46.78,3189.89,5594.7,33.7,25.59,74.41,-8.86,,,,
(주)미래엔에듀파트너,208890,Dec-14,168507,  교육 서비스업,1,8,2009-04-06,2014-12-18,,20,중소기업,UQ,85,교육 서비스업,4.415069339,51.56,29.57,0,,986.23,8.642982813,8.96,0,0,-3.69,0,0,41.65,5.32,3.93,8.13,7.87,5.82,10.21,7.55,63.72,47.11,23.25,5.98,8.58,6.34,58.35,94.68,-0.46,0.11,0,0.01,95.15,7.92,0.28,0.11,24.94,36.36,1.81,0.71,3.96,3.75,0,40.36,70.38,0,0,0,6221.2,245,1543.57,237.56,0,330.84,30.23,4.2,43.33,28.96,69.77,78.59,21.41,337.56,88.78,88.78,141.18,135.25,67.2,534.32,14.39,0,0,0,27.25,27.25,0,0,0,8.82,10.52,13.39,18.48,45.45,55.31,2.38,18.49,49.09,62.54,151.56,308.37,32.45,22.41,48.67,1.48,1.61,1.92,11.98,6.46,0,0,5.41,5.55,209.01,1.75,0,0,0,25.4,14.37,2.04,29.58,2.94,0,0.06,4663.58,310.91,825.69,54.54,2605.82,5157.92,37.65,20.05,79.95,10.44,,,,
(주)미래엔에듀파트너,208890,Dec-15,168507,  교육 서비스업,1,8,2009-04-06,2014-12-18,,20,중소기업,UQ,85,교육 서비스업,5.279775441,0,0,-102.9262918,,0,1.463460582,0,0,0,0,0,0,37.84,1.81,0.89,3.42,3.37,1.66,4.45,2.4,15.23,8.23,29.77,2.06,3.52,1.74,62.16,98.19,-0.54,0.21,0,0.18,98.73,10.88,0,0.21,18.44,34.97,0,1.62,3.99,3.99,0,42.71,70.79,0,0,0,8406.36,82,1533.29,242.34,0,152.33,27.88,27.13,38.67,20.32,72.12,75.74,24.26,342.34,95.22,95.22,114.93,83.74,39.93,110.59,208.91,4417.98,130.45,2.5,32.04,32.04,0,0,0,3.62,11.25,14.86,7.51,7.03,53.62,2.43,15,38.8,51.5,139.74,301.29,33.91,18.24,8.58,1.86,1.94,2.45,8.41,7.66,981.56,0.37,6.67,9.15,24.57,14.85,28.98,0,0,22.22,16.43,2.58,21.35,3.56,0,0.03,5464.29,219.14,611.96,60.69,1356.86,4215.46,32.65,32.92,67.08,2.74,,,,
(주)미래엔에듀파트너,208890,Dec-16,168507,  교육 서비스업,1,8,2009-04-06,2014-12-18,,20,중소기업,UQ,85,교육 서비스업,8.675511106,-10.36,30.55,110.6209227,1.106209227,38.8,5.022810224,12.87,-49.92,86.36,0.22,-43.13,-51.5,40.99,3.63,1.67,7.35,7.29,3.36,9.8,4.87,34.41,17.07,49.34,3.81,7.68,3.54,59.01,96.37,-0.33,0.23,0,0.02,96.71,9.23,0,0.23,14.81,32.56,0,1.77,3.21,3.81,0,43.87,72.13,0,0,0,9488.54,171,1351.95,258.74,0,344.1,33.5,28.85,50.37,23.83,66.5,73.19,26.81,358.74,90.86,90.85,125,88.94,50.95,81.33,144.23,4432.05,87.45,1.83,36.63,36.61,0,0.02,0.17,6.7,15.13,20.67,14.42,15.65,52.84,2.6,15.32,34.41,48.84,109.5,194.05,29.35,15.2,16.12,2.01,2.12,2.7,9.49,7.86,1098.35,0.33,6.53,9.08,23.23,15.71,25.94,0,0,24.82,14.71,2.91,25.41,3.57,0,0.03,5488.54,109.75,348.05,56.1,1434.36,5761.22,29.06,30.74,69.26,5.75,,,,
